""	"x"
"1"	0.302489999
"2"	0.270400001
"3"	0.279309998
"4"	0.257870002
"5"	0.22145
"6"	0.18765
"7"	0.17868
"8"	0.15504
"9"	0.156460001
"10"	0.145790001
"11"	0.12904
"12"	0.127000001
"13"	0.15375
"14"	0.13931
"15"	0.14452
"16"	0.16455
"17"	0.16797
"18"	0.193339999
"19"	0.209769999
"20"	0.20612
"21"	0.21853
"22"	0.2314
"23"	0.23879
"24"	0.23851
"25"	0.256690001
"26"	0.286960001
"27"	0.292620001
"28"	0.2534
"29"	0.266740003
"30"	0.287830003
"31"	0.250579999
"32"	0.303240001
"33"	0.321189999
"34"	0.334609998
"35"	0.36573
"36"	0.4272
"37"	0.36798
"38"	0.42789
"39"	0.435470002
"40"	0.44609
"41"	0.453619997
"42"	0.392230001
"43"	0.406709997
"44"	0.407399999
"45"	0.383959998
"46"	0.372040002
"47"	0.341150001
"48"	0.307549999
"49"	0.29526
"50"	0.25067
"51"	0.252439999
"52"	0.241770001
"53"	0.203400001
"54"	0.17748
"55"	0.16971
"56"	0.178740001
"57"	0.15338
"58"	0.16766
"59"	0.14242
"60"	0.15777
"61"	0.17633
"62"	0.182370001
"63"	0.19331
"64"	0.234270001
"65"	0.21006
"66"	0.263319998
"67"	0.240610003
"68"	0.25011
"69"	0.279660001
"70"	0.2631
"71"	0.240859999
"72"	0.25045
"73"	0.28853
"74"	0.305869999
"75"	0.33785
"76"	0.291870001
"77"	0.3191
"78"	0.317109997
"79"	0.29318
"80"	0.337729999
"81"	0.332429998
"82"	0.335520001
"83"	0.34242
"84"	0.356120001
"85"	0.3828
"86"	0.3597
"87"	0.396600001
"88"	0.40529
"89"	0.458030002
"90"	0.41651
"91"	0.429610001
"92"	0.411670001
"93"	0.379109998
"94"	0.378620001
"95"	0.315930001
"96"	0.29226
"97"	0.320720002
"98"	0.25157
"99"	0.23748
"100"	0.221679998
"101"	0.198609998
"102"	0.180850002
"103"	0.154750001
"104"	0.12937
"105"	0.13173
"106"	0.1358
"107"	0.13464
"108"	0.155649999
"109"	0.179470001
"110"	0.17203
"111"	0.202379999
"112"	0.216730001
"113"	0.22969
"114"	0.244160001
"115"	0.236949999
"116"	0.2555
"117"	0.225
"118"	0.2298
"119"	0.210859999
"120"	0.288249998
"121"	0.274270001
"122"	0.262869999
"123"	0.25656
"124"	0.235240001
"125"	0.25201
"126"	0.28638
"127"	0.256509999
"128"	0.268259999
"129"	0.277350001
"130"	0.3169
"131"	0.32805
"132"	0.381960001
"133"	0.399599999
"134"	0.395269998
"135"	0.37337
"136"	0.412380001
"137"	0.392439999
"138"	0.359990001
"139"	0.35902
"140"	0.385079998
"141"	0.377780003
"142"	0.35411
"143"	0.306459999
"144"	0.303179998
"145"	0.34589
"146"	0.2704
"147"	0.24006
"148"	0.231930001
"149"	0.18601
"150"	0.15786
"151"	0.1449
"152"	0.14264
"153"	0.16365
"154"	0.1485
"155"	0.143779999
"156"	0.14348
"157"	0.17575
"158"	0.16464
"159"	0.18484
"160"	0.179219999
"161"	0.21629
"162"	0.23288
"163"	0.25091
"164"	0.25143
"165"	0.2281
"166"	0.231799999
"167"	0.22094
"168"	0.241469999
"169"	0.244900001
"170"	0.255210001
"171"	0.24453
"172"	0.284730001
"173"	0.25788
"174"	0.24974
"175"	0.2327
"176"	0.23705
"177"	0.281789999
"178"	0.299079999
"179"	0.293969999
"180"	0.305119999
"181"	0.33006
"182"	0.345439999
"183"	0.389819997
"184"	0.376349998
"185"	0.360700002
"186"	0.358819999
"187"	0.327580001
"188"	0.31866
"189"	0.328299999
"190"	0.325190001
"191"	0.33708
"192"	0.288989999
"193"	0.301110001
"194"	0.247130002
"195"	0.22998
"196"	0.227600002
"197"	0.179319999
"198"	0.16537
"199"	0.14361
"200"	0.13537
"201"	0.1281
"202"	0.13342
"203"	0.12321
"204"	0.1253
"205"	0.148249999
"206"	0.191599999
"207"	0.15901
"208"	0.16528
"209"	0.175999998
"210"	0.217959999
"211"	0.229570001
"212"	0.20911
"213"	0.22755
"214"	0.24314
"215"	0.248230001
"216"	0.30103
"217"	0.31163
"218"	0.307120002
"219"	0.331109998
"220"	0.31336
"221"	0.301389999
"222"	0.28799
"223"	0.278830002
"224"	0.244469999
"225"	0.28165
"226"	0.354180001
"227"	0.390099999
"228"	0.41586
"229"	0.392550001
"230"	0.408890001
"231"	0.36388
"232"	0.376879998
"233"	0.347810001
"234"	0.361900002
"235"	0.35474
"236"	0.360189999
"237"	0.343269998
"238"	0.33176
"239"	0.29793
"240"	0.28297
"241"	0.326399998
"242"	0.325010001
"243"	0.275020001
"244"	0.231439998
"245"	0.199389997
"246"	0.17707
"247"	0.1502
"248"	0.13726
"249"	0.151279999
"250"	0.14389
"251"	0.13155
"252"	0.13933
"253"	0.16998
"254"	0.16711
"255"	0.17296
"256"	0.18102
"257"	0.22402
"258"	0.23877
"259"	0.24977
"260"	0.246200001
"261"	0.26742
"262"	0.284389999
"263"	0.30802
"264"	0.3035
"265"	0.30662
"266"	0.271899999
"267"	0.301009999
"268"	0.2816
"269"	0.30172
"270"	0.26116
"271"	0.352029999
"272"	0.301539999
"273"	0.33152
"274"	0.30305
"275"	0.40143
"276"	0.462950001
"277"	0.423989999
"278"	0.43204
"279"	0.450399999
"280"	0.466540001
"281"	0.430260001
"282"	0.414320001
"283"	0.39165
"284"	0.408170001
"285"	0.365890003
"286"	0.35281
