""	"x"
"1"	0.479220835
"2"	0.63430416875
"3"	0.4207666675
"4"	0.430925000416667
"5"	0.420945832083333
"6"	0.50357500125
"7"	0.421329167916667
"8"	0.413854164583333
"9"	0.435300000416667
"10"	0.426066667083333
"11"	0.36535000125
"12"	0.505024999166667
"13"	0.574766665416667
"14"	0.589866664166667
"15"	0.41538750125
"16"	0.444870833333333
"17"	0.44694166625
"18"	0.417320835
"19"	0.383433332916667
"20"	0.450654167916667
"21"	0.4478875
"22"	0.45445416625
"23"	0.6013666675
"24"	0.4209375025
"25"	0.380604167083333
"26"	0.4404166675
"27"	0.489479168333333
"28"	0.363087499166667
"29"	0.3784708325
"30"	0.36384583375
"31"	0.496691667083333
"32"	0.449200000416667
"33"	0.449387500416667
"34"	0.56287916625
"35"	0.321474999166667
"36"	0.350724999166667
"37"	0.453516667916667
"38"	0.381333333333333
"39"	0.358083333333333
"40"	0.38210416625
"41"	0.457387499166667
"42"	0.447449999583333
"43"	0.4246708325
"44"	0.371066667916667
"45"	0.3622541675
"46"	0.339425
"47"	0.384670831666667
"48"	0.54324166625
"49"	0.501916666666667
"50"	0.3507125
"51"	0.354108330833333
"52"	0.398066666666667
"53"	0.380283334166667
"54"	0.386908334166667
"55"	0.576254164166667
"56"	0.41309583625
"57"	0.410037500416667
"58"	0.352012500833333
"59"	0.365833334166667
"60"	0.373191665833333
"61"	0.354199999166667
"62"	0.392970833333333
"63"	0.523708333333333
"64"	0.3359791675
"65"	0.355475
"66"	0.378391667083333
"67"	0.368491665416667
"68"	0.348354167916667
"69"	0.34621666625
"70"	0.346208334166667
"71"	0.351575000833333
"72"	0.379525000833333
"73"	0.35008333375
"74"	0.3914625
"75"	0.348225000833333
"76"	0.491799999166667
"77"	0.36935833375
"78"	0.390183334166667
"79"	0.322770831666667
"80"	0.36624999875
"81"	0.34167916625
"82"	0.403299997916667
"83"	0.501429168333333
"84"	0.413649999166667
"85"	0.4692458325
"86"	0.5737250025
"87"	0.50315833375
"88"	0.46711666875
"89"	0.485437500416667
"90"	0.60111666875
"91"	0.4101041675
"92"	0.37427083375
"93"	0.402875
"94"	0.421570834166667
"95"	0.399633332083333
"96"	0.33703750125
"97"	0.459974999166667
"98"	0.4127625
"99"	0.3949625
"100"	0.347379166666667
"101"	0.354204166666667
"102"	0.297033332916667
"103"	0.3369666675
"104"	0.403187500833333
"105"	0.327875000416667
"106"	0.362945835
"107"	0.334199999583333
"108"	0.321374999166667
"109"	0.270166667916667
"110"	0.372866667083333
"111"	0.385962499583333
"112"	0.312695832916667
"113"	0.381395834583333
"114"	0.2994875
"115"	0.313141667916667
"116"	0.342616665833333
"117"	0.2766
"118"	0.368350000833333
"119"	0.295941666666667
"120"	0.328237500416667
"121"	0.317420833333333
"122"	0.309299999583333
"123"	0.249008334166667
"124"	0.2421291675
"125"	0.277191665833333
"126"	0.289075
"127"	0.315950000416667
"128"	0.3307125
"129"	0.299162500416667
"130"	0.320866665
"131"	0.367625000416667
"132"	0.385675
"133"	0.296862499583333
"134"	0.344025
"135"	0.34135833375
"136"	0.31393333375
"137"	0.404491666666667
"138"	0.32587499875
"139"	0.3831708325
"140"	0.334512499166667
"141"	0.326925000416667
"142"	0.363145833333333
"143"	0.34272499875
"144"	0.36007916625
"145"	0.235954167083333
"146"	0.259279167083333
"147"	0.275120833333333
"148"	0.379637500416667
"149"	0.401216665
"150"	0.369383333333333
"151"	0.33451666625
"152"	0.287629166666667
"153"	0.388254166666667
"154"	0.283254167916667
"155"	0.303070834166667
"156"	0.2950625
"157"	0.3279375
"158"	0.305508334166667
"159"	0.301516665416667
"160"	0.3129625
"161"	0.366058334166667
"162"	0.313270833333333
"163"	0.316362500416667
"164"	0.328366665833333
"165"	0.270275
"166"	0.287129166666667
"167"	0.393474999583333
"168"	0.32079166625
"169"	0.30795416625
"170"	0.290604166666667
"171"	0.285204167083333
"172"	0.26082916625
"173"	0.30359583375
"174"	0.537895835
"175"	0.36103333375
"176"	0.35525
"177"	0.29327083375
"178"	0.30860416625
"179"	0.332058334166667
"180"	0.388737499166667
"181"	0.331433332916667
"182"	0.286841665833333
"183"	0.389920832916667
"184"	0.315650000833333
"185"	0.344841667083333
"186"	0.301341666666667
"187"	0.33150833375
"188"	0.41785416625
"189"	0.375708334583333
"190"	0.319750000416667
"191"	0.302770833333333
"192"	0.2738375
"193"	0.2467
"194"	0.243033333333333
"195"	0.2991916675
"196"	0.235616666666667
"197"	0.234958333333333
"198"	0.24332083375
"199"	0.341587500833333
"200"	0.372566667916667
"201"	0.4000583325
"202"	0.3021791675
"203"	0.314087500416667
"204"	0.373808331666667
"205"	0.281012500416667
"206"	0.241725
"207"	0.2940583325
"208"	0.342308332916667
"209"	0.35962916625
"210"	0.334720834166667
"211"	0.34253333375
"212"	0.311225000416667
"213"	0.384112499583333
"214"	0.356650000416667
"215"	0.340058333333333
"216"	0.318875000416667
"217"	0.365999999583333
"218"	0.352412499583333
"219"	0.390404165833333
"220"	0.3097125
"221"	0.331099999583333
"222"	0.377820834166667
"223"	0.318049999583333
"224"	0.289174999583333
"225"	0.320870832916667
"226"	0.290654166666667
"227"	0.3232875
"228"	0.344091667916667
"229"	0.3217666675
"230"	0.34705833375
"231"	0.336158332083333
"232"	0.272762500416667
"233"	0.2643375
"234"	0.1801125
"235"	0.20894166625
"236"	0.2378
"237"	0.246175000416667
"238"	0.221816666666667
"239"	0.242966666666667
"240"	0.2666833325
"241"	0.238791667083333
"242"	0.204979167083333
"243"	0.205820833333333
"244"	0.226266666666667
"245"	0.323858334166667
"246"	0.363833332083333
"247"	0.32065416625
"248"	0.335858332916667
"249"	0.412208332916667
"250"	0.326779166666667
"251"	0.400858331666667
"252"	0.393025
"253"	0.412283333333333
"254"	0.380445833333333
"255"	0.327541667083333
"256"	0.394254167083333
"257"	0.302425000833333
"258"	0.381366667083333
"259"	0.3396875
"260"	0.361337499166667
"261"	0.3538125
"262"	0.333079167916667
"263"	0.3318375
"264"	0.388025
"265"	0.408437500416667
"266"	0.328575000833333
"267"	0.3311541675
"268"	0.3361625
"269"	0.326058333333333
"270"	0.29946666625
"271"	0.405129165833333
"272"	0.324987500416667
"273"	0.355141665833333
"274"	0.308862500416667
"275"	0.301366667083333
"276"	0.29932499875
"277"	0.2696
"278"	0.341933333333333
"279"	0.32379166625
"280"	0.243274999583333
"281"	0.255841666666667
"282"	0.2615708325
"283"	0.2518833325
"284"	0.254829166666667
"285"	0.279641667916667
"286"	0.460962500833333
"287"	0.422762499166667
"288"	0.340170832916667
"289"	0.331416667916667
"290"	0.308375000416667
"291"	0.320308332083333
"292"	0.317145833333333
"293"	0.370900000416667
"294"	0.38476666625
"295"	0.319204167916667
"296"	0.323070832083333
"297"	0.367716666666667
"298"	0.356029165833333
"299"	0.351358334166667
"300"	0.3426875
"301"	0.29860416625
"302"	0.3659416675
"303"	0.460308330416667
"304"	0.409374999583333
"305"	0.298450000416667
"306"	0.317533333333333
"307"	0.34727500125
"308"	0.343916667083333
"309"	0.29834999875
"310"	0.35172083375
"311"	0.272375000416667
"312"	0.381966667083333
"313"	0.339524999583333
"314"	0.325420833333333
"315"	0.437520832916667
"316"	0.330341666666667
"317"	0.31380833375
"318"	0.384700000416667
"319"	0.323999999583333
"320"	0.3299083325
"321"	0.390666666666667
"322"	0.339666666666667
"323"	0.40865833625
"324"	0.430062500416667
"325"	0.350245832916667
"326"	0.355175000833333
"327"	0.310104167083333
"328"	0.346879166666667
"329"	0.433866665833333
"330"	0.315866666666667
"331"	0.308854168333333
"332"	0.328120834166667
"333"	0.277470832916667
"334"	0.281916666666667
"335"	0.375512500416667
"336"	0.342424997916667
"337"	0.3414875
"338"	0.411154165833333
"339"	0.433787500416667
"340"	0.326216666666667
"341"	0.323662499583333
"342"	0.308245833333333
"343"	0.34641666625
"344"	0.353783332083333
"345"	0.336454167083333
"346"	0.29520416625
"347"	0.273679167083333
"348"	0.32653333375
"349"	0.367012499166667
"350"	0.364741666666667
"351"	0.3591791675
"352"	0.517837500833333
"353"	0.423854166666667
"354"	0.353029167916667
"355"	0.4209208325
"356"	0.481758332916667
"357"	0.360470833333333
"358"	0.435162500416667
"359"	0.509162500833333
"360"	0.429229166666667
"361"	0.302841667083333
"362"	0.3337541675
"363"	0.288241666666667
"364"	0.234753192340426
