""	"x"
"1"	0.206
"2"	0.274666666666667
"3"	0.4196667
"4"	0.467333333333333
"5"	0.176333333333333
"6"	0.0913333333333333
"7"	0.112
"8"	0.115
"9"	0.0903333333333333
"10"	0.101
"11"	0.0956666666666667
"12"	0.0876666666666667
"13"	0.106333333333333
"14"	0.107333333333333
"15"	0.107333333333333
"16"	0.113
"17"	0.155333333333333
"18"	0.141333333333333
"19"	0.166
"20"	0.167
"21"	0.103666666666667
"22"	0.179
"23"	0.109
"24"	0.171333333333333
"25"	0.151
"26"	0.159
"27"	0.149666666666667
"28"	0.185
"29"	0.127
"30"	0.22
"31"	0.114
"32"	0.135
"33"	0.543
"34"	0.585
"35"	0.246666666666667
"36"	0.319333333333333
"37"	0.458
"38"	0.359
"39"	0.364666666666667
"40"	0.421666666666667
"41"	0.308333333333333
"42"	0.298666666666667
"43"	0.255333333333333
"44"	0.255333333333333
"45"	0.260333333333333
"46"	0.252333333333333
"47"	0.244333333333333
"48"	0.187333333333333
"49"	0.111666666666667
"50"	0.118
"51"	0.0993333333333333
"52"	0.091
"53"	0.0973333333333333
"54"	0.08
"55"	0.093
"56"	0.132333333333333
"57"	0.118
"58"	0.124333333333333
"59"	0.110666666666667
"60"	0.086
"61"	0.112333333333333
"62"	0.123333333333333
"63"	0.129333333333333
"64"	0.203333333333333
"65"	0.134
"66"	0.071
"67"	0.117333333333333
"68"	0.0996666666666667
"69"	0.0853333333333333
"70"	0.0963333333333333
"71"	0.128333333333333
"72"	0.0986666666666667
"73"	0.279666666666667
"74"	0.134
"75"	0.111
"76"	0.281
"77"	0.132333333333333
"78"	0.182
"79"	0.120666666666667
"80"	0.159666666666667
"81"	0.567
"82"	0.463666666666667
"83"	0.181666666666667
"84"	0.178333333333333
"85"	0.157666666666667
"86"	0.119
"87"	0.132666666666667
"88"	0.148
"89"	0.176666666666667
"90"	0.184
"91"	0.185666666666667
"92"	0.212666666666667
"93"	0.247
"94"	0.234
"95"	0.233
"96"	0.161666666666667
"97"	0.167666666666667
"98"	0.147666666666667
"99"	0.08
"100"	0.0673333333333333
"101"	0.0736666666666667
"102"	0.0473333333333333
"103"	0.064
"104"	0.0786666666666667
